"","CCLE.PRISM","CCLE.CTRPv2","GDSC_v1","GDSC_v2","GRAY","UHNBreast","gCSI"
"BRD-K51490254",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"BRD-K51831558",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"BRD-K52037352",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"BRD-K55116708",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"BRD-K55473186",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"BRD-K58730230",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"BRD-K61166597",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"BRD-K63431240",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"BRD-K64610608",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"BRD-K66453893",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"BRD-K66532283",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"BRD-K70511574",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"BRD-K71781559",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"BRD-K71935468",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"BRD-K75293299",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"BRD-K78574327",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"BRD-K79669418",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"BRD-K80183349",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"BRD-K84807411",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"BRD-K85133207",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"BRD-K86535717",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"BRD-K88742110",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"BRD-K90370028",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"BRD-K92856060",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"BRD-K94991378",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"BRD-K96431673",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"BRD-K96970199",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"BRD-K97651142",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"BRD-K99006945",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"BRD-K99584050",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"BRD-M00053801",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"BRD1812",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"BRD1835",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"BRD4132",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"BRD6340",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"BRD8899",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"BRD8958",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"BRD9647",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"BRD9876",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"BRD9876:MK-1775 (4:1 mol/mol)",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"carboplatin:etoposide (40:17 mol/mol)",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"carboplatin:UNC0638 (2:1 mol/mol)",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"CAY10594",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"CAY10618",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"CBB-1007",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"CCT036477",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"CD-1530",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"ceranib-2",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"Cerulenin",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"Ch-55",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"CHEMBL1222381",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"CHEMBL374350",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"CHM-1",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"CI-976",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"CID-5951923",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"CIL41",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"CIL55",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"CIL55A",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"CIL56",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"CIL70",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"Compound 1541A",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"compound 1B",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"Compound 23 citrate",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"Compound 7d-cis",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"CR-1-31B",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"crizotinib:PLX-4032 (2:1 mol/mol)",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"Cucurbitacin I",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"cyanoquinoline 11",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"Darinaparsin",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"DBeQ",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"decitabine:carboplatin (1:1 mol/mol)",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"decitabine:navitoclax (2:1 mol/mol)",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"Dexamethasone",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"docetaxel:tanespimycin (2:1 mol/mol)",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"doxorubicin:navitoclax (2:1 mol/mol)",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"ELCPK",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"Elocalcitol",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"erlotinib:PLX-4032 (2:1 mol/mol)",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"FGIN-1-27",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"FQI-1",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"FQI-2",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"FSC231",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"Fumonisin B(1)",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"Galunisertib",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"GANT-61",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"GMX-1778",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"GSK4112",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"HBX-41108",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"HC-067047",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"HLI 373",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"Hyperforin",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"I-Bet151 (gsk1210151A)",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"Importazole",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"Incyclinide",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"IPR-456",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"Isoevodiamine",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"Isoliquiritigenin",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"Isonicotinohydroxamic acid",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"ISOX",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"ISOX:bortezomib (250:1 mol/mol)",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"IU1",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"JQ-1:carboplatin (1:1 mol/mol)",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"JQ-1:MK-0752 (1:1 mol/mol)",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"JQ-1:navitoclax (2:1 mol/mol)",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"JQ-1:UNC0638 (2:1 mol/mol)",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"JQ-1:vorinostat (2:1 mol/mol)",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"JW-480",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"JW-55",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"JW-74",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"KH-CB19",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"KHS101",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"Ko-143",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"KU 0060648",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"L-685458",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"Leptomycin B",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"Lomeguatrib",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"LRRK2-IN-1",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"Manumycin",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"Marinopyrrole A",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"Mdivi-1",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"Merck60",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"Methylstat",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"MI-1",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"MK-0752",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"ML006",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"ML031",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"ML050",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"ML083",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"ML162",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"ML203",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"ML210",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"ML239",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"ML258",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"ML311",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"ML312",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"ML320",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"ML334 diastereomer",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"Myricetin",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"Myriocin",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"N-Hexanoylsphingosine",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"N9-Isopropyl-olomoucine",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"nakiterpiosin",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"navitoclax:birinapant (1:1 mol/mol)",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"navitoclax:gemcitabine (1:1 mol/mol)",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"navitoclax:MST-312 (1:1 mol/mol)",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"navitoclax:piperlongumine (1:1 mol/mol)",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"navitoclax:pluripotin (1:1 mol/mol)",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"navitoclax:PLX-4032 (1:1 mol/mol)",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"navitoclax:sorafenib (1:1 mol/mol)",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"necrostatin-1",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"Necrostatin-7",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"Necrosulfonamide",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"Neopeltolide",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"NPC-26",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"NSC 74859",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"NSC30930",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"NSC48300",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"NSC95397",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"NVP-231",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"NVP-BSK805",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"o6-Benzylguanine",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"Palmostatin B",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"Pandacostat",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"PDMP",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"PF 4800567 Hydrochloride",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"PF-184",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"PF-750",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"Phloretin",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"pifithrin-alpha",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"pifithrin-mu",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"piperlongumine:MST-312 (1:1 mol/mol)",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"pitstop2",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"PL-DI",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"Platinum",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"Pluripotin",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"Prima-1",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"PRL-3 Inhibitor I",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"Procarbazine",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"Prochlorperazine",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"Purmorphamine",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"PX-12",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"Pyr-41",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"QW-BI-011",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"R406 (Free base)",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"RAD51 inhibitor B02",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"Repligen 136",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"RO4929097",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"salermide",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"salermide:PLX-4032 (12:1 mol/mol)",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"SCH-529074",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"SCH-79797",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"selumetinib:BRD-A02303741 (4:1 mol/mol)",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"selumetinib:decitabine (4:1 mol/mol)",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"selumetinib:GDC-0941 (4:1 mol/mol)",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"selumetinib:JQ-1 (4:1 mol/mol)",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"selumetinib:MK-2206 (8:1 mol/mol)",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"selumetinib:navitoclax (8:1 mol/mol)",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"selumetinib:piperlongumine (8:1 mol/mol)",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"selumetinib:PLX-4032 (8:1 mol/mol)",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"selumetinib:tretinoin (2:1 mol/mol)",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"selumetinib:UNC0638 (4:1 mol/mol)",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"selumetinib:vorinostat (8:1 mol/mol)",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"Semagacestat",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"serdemetan:SCH-529074 (1:1 mol/mol)",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"Sgx-523",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"SID 26681509",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"Sildenafil",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"sirolimus:bortezomib (250:1 mol/mol)",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"Sitagliptin",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"SJ-172550",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"SMER-3",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"SNX-2112:bortezomib (250:1 mol/mol)",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"Sotrastaurin",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"spautin-1",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"SR-II-138A",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"SR1001",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"SR8278",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"Staurosporine",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"STF-31",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"SZ4TA2",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"tanespimycin:bortezomib (250:1 mol/mol)",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"tanespimycin:gemcitabine (1:1 mol/mol)",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"Thalidomide",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"Tigecycline",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"tretinoin:carboplatin (2:1 mol/mol)",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"tretinoin:navitoclax (4:1 mol/mol)",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"Triazolothiadiazine",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"Trifluoperazine",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"Turofexorate isopropyl",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"UNC0321",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"UNC0638:navitoclax (1:1 mol/mol)",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"VAF-347",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"Valdecoxib",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"VER-155008",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"Vorapaxar",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"vorinostat:carboplatin (1:1 mol/mol)",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"vorinostat:navitoclax (4:1 mol/mol)",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"VU0155056",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"YL54",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"Zebularine",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"(5Z)-7-Oxozeaenol",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"1-Azetidinecarbothioic acid, 2-[(1E)-1-(2-pyridinyl)ethylidene]hydrazide",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"A-443654",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"A-484954",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"A-770041",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"A-83-01",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"Acadesine",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"Akt inhibitor VIII",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"Amuvatinib",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"Ara-G",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"AS601245",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"AS605240",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"Avagacestat",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"AZD1480",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"AZD3514",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"AZD4877",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"AZD6094",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"AZD7969",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"AZD8835",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"AZD8931",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"BAY-61-3606 free base",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"BHG712",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"BIBF-1120",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"Bis(2-hydroxy-1-naphthyl) disulfide",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"BIX02189",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"Bms-509744",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"BPTES",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"Bryostatin 1",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"BX-795",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"C-75",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"CAP-232, TT-232, TLN-232",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"CAY10566",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"CCT007093",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"CCT018159",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"CD532",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"CGP-082996",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"CGP-60474",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"CMK",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"CP466722",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"CPI-613",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"Cyclopamine",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"Dimethyloxalylglycine",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"Dyrk1b_0191",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"EHT 1864",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"Enzastaurin",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"EphB4_9721",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"ETP-45835",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"FEN1_3940",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"FGFR_0939",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"FGFR_3831",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"FH535",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"FMK",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"FR-180204",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"FTI-277",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"Genentech Cpd 10",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"GNF-2",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"Gsk-690693",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"GW-2580",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"HDAC6 Inhibitor",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"HG-5-113-01",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"HG-5-88-01",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"HG-6-64-1",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"IAP_7638",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
